nohup: ignoring input
Starting from scratch
Epoch 1 of 2000
Found 300 cases for training
   Iteration 1 of 100, loss = 0.024611137807369232
   Iteration 88 of 100, loss = 0.005702249939945018
   Iteration 89 of 100, loss = 0.00570849561671402
   Iteration 90 of 100, loss = 0.005720501239152832
   Iteration 91 of 100, loss = 0.005694033402775588
   Iteration 92 of 100, loss = 0.005691392599028009
   Iteration 93 of 100, loss = 0.005707421088441004
   Iteration 94 of 100, loss = 0.005717571496596917
   Iteration 95 of 100, loss = 0.005740750952329682
   Iteration 96 of 100, loss = 0.00578795232650009
   Iteration 97 of 100, loss = 0.0057767897006604325
   Iteration 98 of 100, loss = 0.005768623886088252
   Iteration 99 of 100, loss = 0.005744141991005627
   Iteration 100 of 100, loss = 0.005750106432242319

   End of epoch 47; saving model... 

Epoch 48 of 2000
   Iteration 1 of 100, loss = 0.004106887616217136
   Iteration 2 of 100, loss = 0.0050045468378812075
   Iteration 3 of 100, loss = 0.005716354741404454
   Iteration 4 of 100, loss = 0.005967269418761134
   Iteration 5 of 100, loss = 0.005666912347078323
   Iteration 6 of 100, loss = 0.005442943889647722
   Iteration 7 of 100, loss = 0.00559886491724423
   Iteration 8 of 100, loss = 0.005398096924182028
   Iteration 9 of 100, loss = 0.005822408271746503
   Iteration 10 of 100, loss = 0.006165567925199867
   Iteration 11 of 100, loss = 0.006059827452356165
   Iteration 12 of 100, loss = 0.006410849513486028
   Iteration 13 of 100, loss = 0.006300541715553174
   Iteration 14 of 100, loss = 0.00658429620255317
   Iteration 15 of 100, loss = 0.0064273181681831675
   Iteration 16 of 100, loss = 0.006375637720339
   Iteration 17 of 100, loss = 0.006448634078397471
   Iteration 18 of 100, loss = 0.006516504722336928
   Iteration 19 of 100, loss = 0.006364399640771903
   Iteration 20 of 100, loss = 0.00635679280385375
   Iteration 21 of 100, loss = 0.006396310670035226
   Iteration 22 of 100, loss = 0.006412737262011929
   Iteration 23 of 100, loss = 0.006326511886942646
   Iteration 24 of 100, loss = 0.006415061051181207
   Iteration 25 of 100, loss = 0.006291955029591918
   Iteration 26 of 100, loss = 0.006375715020112693
   Iteration 27 of 100, loss = 0.006437232122860021
   Iteration 28 of 100, loss = 0.0062903052811244765
   Iteration 29 of 100, loss = 0.006215220196814886
   Iteration 30 of 100, loss = 0.0061709600733593105
   Iteration 31 of 100, loss = 0.006095791258098137
   Iteration 32 of 100, loss = 0.00615819819358876
   Iteration 33 of 100, loss = 0.006175773902655099
   Iteration 34 of 100, loss = 0.006244729909881511
   Iteration 35 of 100, loss = 0.006288275461910026
   Iteration 36 of 100, loss = 0.006284223630144779
   Iteration 37 of 100, loss = 0.0062135255618675335
   Iteration 38 of 100, loss = 0.006258529708965828
   Iteration 39 of 100, loss = 0.006264665534194463
   Iteration 40 of 100, loss = 0.006193019391503185
   Iteration 41 of 100, loss = 0.006124638287895699
   Iteration 42 of 100, loss = 0.006225770200780105
   Iteration 43 of 100, loss = 0.006185439745570684
   Iteration 44 of 100, loss = 0.006234108750835399
   Iteration 45 of 100, loss = 0.0062568834931072265
   Iteration 46 of 100, loss = 0.006290058094157796
   Iteration 47 of 100, loss = 0.006243782955162386
   Iteration 48 of 100, loss = 0.006229169312670517
   Iteration 49 of 100, loss = 0.006372433398109005
   Iteration 50 of 100, loss = 0.006295079779811204
   Iteration 51 of 100, loss = 0.006341864706437085
   Iteration 52 of 100, loss = 0.006315238742480198
   Iteration 53 of 100, loss = 0.006321816621699704
   Iteration 54 of 100, loss = 0.006280709502149235
   Iteration 55 of 100, loss = 0.006336162827739662
   Iteration 56 of 100, loss = 0.006311112170806155
   Iteration 57 of 100, loss = 0.006246632279566767
   Iteration 58 of 100, loss = 0.00620470245384836
   Iteration 59 of 100, loss = 0.00615072203405454
   Iteration 60 of 100, loss = 0.006224968753910313
   Iteration 61 of 100, loss = 0.006146209259120534
   Iteration 62 of 100, loss = 0.006138791763899668
   Iteration 63 of 100, loss = 0.0061622169589446414
   Iteration 64 of 100, loss = 0.006171720624479349
   Iteration 65 of 100, loss = 0.006142440307527208
   Iteration 66 of 100, loss = 0.006091373409920682
   Iteration 67 of 100, loss = 0.006083737393326835
   Iteration 68 of 100, loss = 0.006073204069466823
   Iteration 69 of 100, loss = 0.006108078925087508
   Iteration 70 of 100, loss = 0.006090975534503482
   Iteration 71 of 100, loss = 0.00604567600866701
   Iteration 72 of 100, loss = 0.006120748146915705
   Iteration 73 of 100, loss = 0.006148822364805598
   Iteration 74 of 100, loss = 0.006121568540677529
   Iteration 75 of 100, loss = 0.0061705179962640005
   Iteration 76 of 100, loss = 0.0061922544003831905
   Iteration 77 of 100, loss = 0.006188858241483859
   Iteration 78 of 100, loss = 0.006183905307597552
   Iteration 79 of 100, loss = 0.006175352073321708
   Iteration 80 of 100, loss = 0.006197986054758076
   Iteration 81 of 100, loss = 0.0062313802600665776
   Iteration 82 of 100, loss = 0.006193946673614313
   Iteration 83 of 100, loss = 0.006165773600777499
   Iteration 84 of 100, loss = 0.0061676290227166775
   Iteration 85 of 100, loss = 0.0061387181761400665
   Iteration 86 of 100, loss = 0.006160357093904167
   Iteration 87 of 100, loss = 0.0061323627516434625
   Iteration 88 of 100, loss = 0.006153615782915784
   Iteration 89 of 100, loss = 0.006152837609171114
   Iteration 90 of 100, loss = 0.006213271657988015
   Iteration 91 of 100, loss = 0.006182862429081329
   Iteration 92 of 100, loss = 0.006183708890128638
   Iteration 93 of 100, loss = 0.0061568983101976974
   Iteration 94 of 100, loss = 0.00614425705057232
   Iteration 95 of 100, loss = 0.006129836924619188
   Iteration 96 of 100, loss = 0.006100052716647042
   Iteration 97 of 100, loss = 0.006074948194340716
   Iteration 98 of 100, loss = 0.0060341765650319965
   Iteration 99 of 100, loss = 0.006085253053702264
   Iteration 100 of 100, loss = 0.006075901031726972

   End of epoch 48; saving model... 

Epoch 49 of 2000
   Iteration 1 of 100, loss = 0.005952985025942326
   Iteration 2 of 100, loss = 0.006276827305555344
   Iteration 3 of 100, loss = 0.005847382514427106
   Iteration 4 of 100, loss = 0.006049551302567124
   Iteration 5 of 100, loss = 0.005805372912436724
   Iteration 6 of 100, loss = 0.006384489048893253
   Iteration 7 of 100, loss = 0.007179200050554105
   Iteration 8 of 100, loss = 0.006674315838608891
   Iteration 9 of 100, loss = 0.006786772774325477
   Iteration 10 of 100, loss = 0.006641161674633622
   Iteration 11 of 100, loss = 0.00677195331081748
   Iteration 12 of 100, loss = 0.006579639661746721
   Iteration 13 of 100, loss = 0.0064372088616857165
   Iteration 14 of 100, loss = 0.006440665705927781
   Iteration 15 of 100, loss = 0.006293614270786444
   Iteration 16 of 100, loss = 0.0061788405873812735
   Iteration 17 of 100, loss = 0.006298826788278187
   Iteration 18 of 100, loss = 0.006262894719839096
   Iteration 19 of 100, loss = 0.006293683386358775
   Iteration 20 of 100, loss = 0.006279056705534458
   Iteration 21 of 100, loss = 0.006436568729224659
   Iteration 22 of 100, loss = 0.006425327896563845
   Iteration 23 of 100, loss = 0.006251289367513812
   Iteration 24 of 100, loss = 0.006362973731787254
   Iteration 25 of 100, loss = 0.006330769024789334
   Iteration 26 of 100, loss = 0.00640518103654568
   Iteration 27 of 100, loss = 0.006379928629569433
   Iteration 28 of 100, loss = 0.006467912096663245
   Iteration 29 of 100, loss = 0.006447617301781629
   Iteration 30 of 100, loss = 0.006314660763988892
   Iteration 31 of 100, loss = 0.006327314602751885
   Iteration 32 of 100, loss = 0.006263516726903617
   Iteration 33 of 100, loss = 0.006132946702454126
   Iteration 34 of 100, loss = 0.006049554993617623
   Iteration 35 of 100, loss = 0.0059209260424332956
   Iteration 36 of 100, loss = 0.006042858728000687
   Iteration 37 of 100, loss = 0.0060061834047775015
   Iteration 38 of 100, loss = 0.006003393460751364
   Iteration 39 of 100, loss = 0.006044001151353885
   Iteration 40 of 100, loss = 0.0060981653397902845
   Iteration 41 of 100, loss = 0.006064661596788139
   Iteration 42 of 100, loss = 0.006046751137113287
   Iteration 43 of 100, loss = 0.006114908407420613
   Iteration 44 of 100, loss = 0.006031225149689073
   Iteration 45 of 100, loss = 0.006030981139176422
   Iteration 46 of 100, loss = 0.0060327040213767604
   Iteration 47 of 100, loss = 0.006070944966074634
   Iteration 48 of 100, loss = 0.006001985311741009
   Iteration 49 of 100, loss = 0.006072513559567077
   Iteration 50 of 100, loss = 0.00600799101870507
   Iteration 51 of 100, loss = 0.00604955336608577
   Iteration 52 of 100, loss = 0.006013626702882063
   Iteration 53 of 100, loss = 0.005980033168288053
   Iteration 54 of 100, loss = 0.005969589485579895
   Iteration 55 of 100, loss = 0.0059475927910005505
   Iteration 56 of 100, loss = 0.005968901041861889
   Iteration 57 of 100, loss = 0.0059172532382306825
   Iteration 58 of 100, loss = 0.005917271450643653
   Iteration 59 of 100, loss = 0.0059947163711096775
   Iteration 60 of 100, loss = 0.005997106630820781
   Iteration 61 of 100, loss = 0.005976808169612386
   Iteration 62 of 100, loss = 0.0059419594021634225
   Iteration 63 of 100, loss = 0.005976866062227932
   Iteration 64 of 100, loss = 0.005987696418742416
   Iteration 65 of 100, loss = 0.0059961459348694636
   Iteration 66 of 100, loss = 0.005966634471957205
   Iteration 67 of 100, loss = 0.005968191191804276
   Iteration 68 of 100, loss = 0.00600182794048177
   Iteration 69 of 100, loss = 0.005958753236420993
   Iteration 70 of 100, loss = 0.006036523905848818
   Iteration 71 of 100, loss = 0.006028432599072095
   Iteration 72 of 100, loss = 0.005971009527759937
   Iteration 73 of 100, loss = 0.005976612464371711
   Iteration 74 of 100, loss = 0.005931416273154822
   Iteration 75 of 100, loss = 0.005890769087709486
   Iteration 76 of 100, loss = 0.005862063015994959
   Iteration 77 of 100, loss = 0.005869389806462863
   Iteration 78 of 100, loss = 0.005881925768708476
   Iteration 79 of 100, loss = 0.0058817565662173344
   Iteration 80 of 100, loss = 0.005936834086605813
   Iteration 81 of 100, loss = 0.005963932008505511
   Iteration 82 of 100, loss = 0.005945474203255754
   Iteration 83 of 100, loss = 0.005915731863477772
   Iteration 84 of 100, loss = 0.00588086598491784
   Iteration 85 of 100, loss = 0.005856030857573975
   Iteration 86 of 100, loss = 0.005835231985127943
   Iteration 87 of 100, loss = 0.005810306002064769
   Iteration 88 of 100, loss = 0.005868922846275382
   Iteration 89 of 100, loss = 0.005892278879012368
   Iteration 90 of 100, loss = 0.005929630716693484
   Iteration 91 of 100, loss = 0.005940115044742905
   Iteration 92 of 100, loss = 0.005960736055504126
   Iteration 93 of 100, loss = 0.005940000467773487
   Iteration 94 of 100, loss = 0.005915248829702986
   Iteration 95 of 100, loss = 0.005906349002677751
   Iteration 96 of 100, loss = 0.005875796818145318
   Iteration 97 of 100, loss = 0.005879405503084441
   Iteration 98 of 100, loss = 0.005867862590465086
   Iteration 99 of 100, loss = 0.005825602603521236
   Iteration 100 of 100, loss = 0.005865889139240608

   End of epoch 49; saving model... 

Epoch 50 of 2000
   Iteration 1 of 100, loss = 0.005317068193107843
   Iteration 2 of 100, loss = 0.005612639943137765
   Iteration 3 of 100, loss = 0.006166758170972268
   Iteration 4 of 100, loss = 0.005897081457078457
   Iteration 5 of 100, loss = 0.005321514699608088
   Iteration 6 of 100, loss = 0.00585281359963119
   Iteration 7 of 100, loss = 0.006262671002852065
   Iteration 8 of 100, loss = 0.006039044237695634
   Iteration 9 of 100, loss = 0.0055422015074226595
   Iteration 10 of 100, loss = 0.0054361394606530665
   Iteration 11 of 100, loss = 0.005626618777486411
   Iteration 12 of 100, loss = 0.005438602898114671
   Iteration 13 of 100, loss = 0.005765021904013478
   Iteration 14 of 100, loss = 0.005639235938100943
   Iteration 15 of 100, loss = 0.005543208417172233
   Iteration 16 of 100, loss = 0.005462973305839114
   Iteration 17 of 100, loss = 0.005365370307117701
   Iteration 18 of 100, loss = 0.005462995109458764
   Iteration 19 of 100, loss = 0.005409035366028547
   Iteration 20 of 100, loss = 0.005666488013230264
   Iteration 21 of 100, loss = 0.005681198134663559
   Iteration 22 of 100, loss = 0.005739119306037372
   Iteration 23 of 100, loss = 0.00608364247676471
   Iteration 24 of 100, loss = 0.005960671085631475
   Iteration 25 of 100, loss = 0.006042659403756261
   Iteration 26 of 100, loss = 0.006005368974561302
   Iteration 27 of 100, loss = 0.006021895557986917
   Iteration 28 of 100, loss = 0.0060294210727858755
   Iteration 29 of 100, loss = 0.005900197879186478
   Iteration 30 of 100, loss = 0.005864570639096201
   Iteration 31 of 100, loss = 0.005959923326548549
   Iteration 32 of 100, loss = 0.006070072158763651
   Iteration 33 of 100, loss = 0.005998139700033899
   Iteration 34 of 100, loss = 0.005875654258381794
   Iteration 35 of 100, loss = 0.005859087168106011
   Iteration 36 of 100, loss = 0.005887472885660827
   Iteration 37 of 100, loss = 0.005845292836327005
   Iteration 38 of 100, loss = 0.0058519172629243445
   Iteration 39 of 100, loss = 0.005917147757151188
   Iteration 40 of 100, loss = 0.005888880172278732
   Iteration 41 of 100, loss = 0.005843666313988406
   Iteration 42 of 100, loss = 0.005834844517743304
   Iteration 43 of 100, loss = 0.0057721247268450815
   Iteration 44 of 100, loss = 0.005762373996813866
   Iteration 45 of 100, loss = 0.005829807091504336
   Iteration 46 of 100, loss = 0.005807929652054672
   Iteration 47 of 100, loss = 0.005886837106911426
   Iteration 48 of 100, loss = 0.005952888207199673
   Iteration 49 of 100, loss = 0.005923633653746575
   Iteration 50 of 100, loss = 0.00595995707437396
   Iteration 51 of 100, loss = 0.005944766779886741
   Iteration 52 of 100, loss = 0.00605995636075162
   Iteration 53 of 100, loss = 0.006098502965749435
   Iteration 54 of 100, loss = 0.0060831914414410234
   Iteration 55 of 100, loss = 0.00606751750138673
   Iteration 56 of 100, loss = 0.006037344973135207
   Iteration 57 of 100, loss = 0.0060200037254968235
   Iteration 58 of 100, loss = 0.006021670089906146
   Iteration 59 of 100, loss = 0.0060364070143234935
   Iteration 60 of 100, loss = 0.006050939206033945
   Iteration 61 of 100, loss = 0.006061785091020045
   Iteration 62 of 100, loss = 0.006054178924269734
   Iteration 63 of 100, loss = 0.0060948133099055475
   Iteration 64 of 100, loss = 0.0061106495559215546
   Iteration 65 of 100, loss = 0.006118688281052388
   Iteration 66 of 100, loss = 0.006086940728974613
   Iteration 67 of 100, loss = 0.006162615930800562
   Iteration 68 of 100, loss = 0.006152618532616864
   Iteration 69 of 100, loss = 0.006147682275353134
   Iteration 70 of 100, loss = 0.006111668196639844
   Iteration 71 of 100, loss = 0.0061073446003588995
   Iteration 72 of 100, loss = 0.006121184036601335
   Iteration 73 of 100, loss = 0.006157825796622528
   Iteration 74 of 100, loss = 0.006174696886257545
   Iteration 75 of 100, loss = 0.006128857644895713
   Iteration 76 of 100, loss = 0.0062022036382634385
   Iteration 77 of 100, loss = 0.006227205737264125
   Iteration 78 of 100, loss = 0.006185855797062127
   Iteration 79 of 100, loss = 0.006212207132101625
   Iteration 80 of 100, loss = 0.00623946585401427
   Iteration 81 of 100, loss = 0.0062088496051728725
   Iteration 82 of 100, loss = 0.006179268880769974
   Iteration 83 of 100, loss = 0.006172756288559681
   Iteration 84 of 100, loss = 0.006208129354663903
   Iteration 85 of 100, loss = 0.006199021462131949
   Iteration 86 of 100, loss = 0.006236303987544637
   Iteration 87 of 100, loss = 0.006221013812712212
   Iteration 88 of 100, loss = 0.006208881137850271
   Iteration 89 of 100, loss = 0.006179607850028558
   Iteration 90 of 100, loss = 0.006192704616114497
   Iteration 91 of 100, loss = 0.006172223359469202
   Iteration 92 of 100, loss = 0.00615566864144057
   Iteration 93 of 100, loss = 0.006182455062185244
   Iteration 94 of 100, loss = 0.006162103978877372
   Iteration 95 of 100, loss = 0.00612723765110499
   Iteration 96 of 100, loss = 0.006114691379480064
   Iteration 97 of 100, loss = 0.006113609452683901
   Iteration 98 of 100, loss = 0.00607492024202508
   Iteration 99 of 100, loss = 0.00608594647627512
   Iteration 100 of 100, loss = 0.00606109756976366

   End of epoch 50; saving model... 

Epoch 51 of 2000
   Iteration 1 of 100, loss = 0.009627360850572586
   Iteration 2 of 100, loss = 0.007336234441027045
   Iteration 3 of 100, loss = 0.006579977925866842
   Iteration 4 of 100, loss = 0.006710409536026418
   Iteration 5 of 100, loss = 0.006291434075683356
   Iteration 6 of 100, loss = 0.005880478847151001
   Iteration 7 of 100, loss = 0.00644518095733864
   Iteration 8 of 100, loss = 0.006243970652576536
   Iteration 9 of 100, loss = 0.00596926635545161
   Iteration 10 of 100, loss = 0.00568007689435035
   Iteration 11 of 100, loss = 0.005793293112550269
   Iteration 12 of 100, loss = 0.005646235290138672
   Iteration 13 of 100, loss = 0.005704781703221111
   Iteration 14 of 100, loss = 0.005733274638519755
   Iteration 15 of 100, loss = 0.005716587587570151
   Iteration 16 of 100, loss = 0.005815331111080013
   Iteration 17 of 100, loss = 0.005727899247123038
   Iteration 18 of 100, loss = 0.005650646661201285
   Iteration 19 of 100, loss = 0.005949479564534206
   Iteration 20 of 100, loss = 0.005944714380893857
   Iteration 21 of 100, loss = 0.005911789934283921
   Iteration 22 of 100, loss = 0.005957098815336146
   Iteration 23 of 100, loss = 0.005943364980023192
   Iteration 24 of 100, loss = 0.006029105657944456
   Iteration 25 of 100, loss = 0.006196064902469516
   Iteration 26 of 100, loss = 0.006105446014911509
   Iteration 27 of 100, loss = 0.006009279370859817
   Iteration 28 of 100, loss = 0.006017298171562808
   Iteration 29 of 100, loss = 0.005896030331094717
   Iteration 30 of 100, loss = 0.0058529512335856754
   Iteration 31 of 100, loss = 0.005808310913703134
   Iteration 32 of 100, loss = 0.005933083884883672
   Iteration 33 of 100, loss = 0.005930142096159133
   Iteration 34 of 100, loss = 0.00600148957934888
   Iteration 35 of 100, loss = 0.005944811552762985
   Iteration 36 of 100, loss = 0.006075919166000353
   Iteration 37 of 100, loss = 0.006001048494835157
   Iteration 38 of 100, loss = 0.006034160939682471
   Iteration 39 of 100, loss = 0.005982253509454238
   Iteration 40 of 100, loss = 0.005994347354862839
   Iteration 41 of 100, loss = 0.006003761493669051
   Iteration 42 of 100, loss = 0.005938355106904748
   Iteration 43 of 100, loss = 0.005891564708246395
   Iteration 44 of 100, loss = 0.006030259923797778
   Iteration 45 of 100, loss = 0.0059777931155016025
   Iteration 46 of 100, loss = 0.005975768633146325
   Iteration 47 of 100, loss = 0.00601954397032077
   Iteration 48 of 100, loss = 0.006061911306460388
   Iteration 49 of 100, loss = 0.006100833145141297
   Iteration 50 of 100, loss = 0.006114959050901234
   Iteration 51 of 100, loss = 0.006092188354837252
   Iteration 52 of 100, loss = 0.006130572484555439
   Iteration 53 of 100, loss = 0.006105228841199346
   Iteration 54 of 100, loss = 0.006230059101384271
   Iteration 55 of 100, loss = 0.006155692650513215
   Iteration 56 of 100, loss = 0.006167550371693713
   Iteration 57 of 100, loss = 0.006173685969163974
   Iteration 58 of 100, loss = 0.006192043359423506
   Iteration 59 of 100, loss = 0.006242125579234907
   Iteration 60 of 100, loss = 0.006239317590370774
   Iteration 61 of 100, loss = 0.0062106180493338185
   Iteration 62 of 100, loss = 0.00615687200784563
   Iteration 63 of 100, loss = 0.006099750675881903
   Iteration 64 of 100, loss = 0.006104741729359375
   Iteration 65 of 100, loss = 0.0061004536118931495
   Iteration 66 of 100, loss = 0.0060826200730816436
   Iteration 67 of 100, loss = 0.00609853487364503
   Iteration 68 of 100, loss = 0.006106951722519144
   Iteration 69 of 100, loss = 0.006080157396828999
   Iteration 70 of 100, loss = 0.006087477122699576
   Iteration 71 of 100, loss = 0.006082823765660886
   Iteration 72 of 100, loss = 0.0060788663524565184
   Iteration 73 of 100, loss = 0.006046626037497022
   Iteration 74 of 100, loss = 0.006009712821577449
   Iteration 75 of 100, loss = 0.005985760278999806
   Iteration 76 of 100, loss = 0.0060200023734451906
   Iteration 77 of 100, loss = 0.005962289408659683
   Iteration 78 of 100, loss = 0.005957364180805878
   Iteration 79 of 100, loss = 0.005985658608459502
   Iteration 80 of 100, loss = 0.005969908628321719
   Iteration 81 of 100, loss = 0.005965956537064487
   Iteration 82 of 100, loss = 0.005928250215663688
   Iteration 83 of 100, loss = 0.005913989835822708
   Iteration 84 of 100, loss = 0.005943357638205357
   Iteration 85 of 100, loss = 0.005994789372198284
   Iteration 86 of 100, loss = 0.006005862872603587
   Iteration 87 of 100, loss = 0.00602244044488146
   Iteration 88 of 100, loss = 0.006024508264751851
   Iteration 89 of 100, loss = 0.0060670937691407086
   Iteration 90 of 100, loss = 0.006096320489369747
   Iteration 91 of 100, loss = 0.006128328979005116
   Iteration 92 of 100, loss = 0.0061561232065761706
   Iteration 93 of 100, loss = 0.006166598968638448
   Iteration 94 of 100, loss = 0.006148036211441727
   Iteration 95 of 100, loss = 0.00615720719858808
   Iteration 96 of 100, loss = 0.006146224495751085
   Iteration 97 of 100, loss = 0.006137972489988297
   Iteration 98 of 100, loss = 0.00614016860300599
   Iteration 99 of 100, loss = 0.006105288469251433
   Iteration 100 of 100, loss = 0.006118363469140604

   End of epoch 51; saving model... 

Epoch 52 of 2000
   Iteration 1 of 100, loss = 0.007179290056228638
   Iteration 2 of 100, loss = 0.006562799913808703
   Iteration 3 of 100, loss = 0.00603451719507575
   Iteration 4 of 100, loss = 0.0060056253569200635
   Iteration 5 of 100, loss = 0.006267914827913046
   Iteration 6 of 100, loss = 0.005961173524459203
   Iteration 7 of 100, loss = 0.005882506192262683
   Iteration 8 of 100, loss = 0.005688136036042124
   Iteration 9 of 100, loss = 0.006163698983275228
   Iteration 10 of 100, loss = 0.006417245464399457
   Iteration 11 of 100, loss = 0.006188847166909413
   Iteration 12 of 100, loss = 0.0062768406157071395
   Iteration 13 of 100, loss = 0.006386949430004909
   Iteration 14 of 100, loss = 0.006180308343443487
   Iteration 15 of 100, loss = 0.006445572944357991
   Iteration 16 of 100, loss = 0.00635079039784614
   Iteration 17 of 100, loss = 0.006238209042588577
   Iteration 18 of 100, loss = 0.0061142329359427094
   Iteration 19 of 100, loss = 0.006190457467087789
   Iteration 20 of 100, loss = 0.00613555641612038
   Iteration 21 of 100, loss = 0.00604428848739536
   Iteration 22 of 100, loss = 0.006098718393001367
   Iteration 23 of 100, loss = 0.006050761455022122
   Iteration 24 of 100, loss = 0.0062999280538254725
   Iteration 25 of 100, loss = 0.006286930860951543
   Iteration 26 of 100, loss = 0.006130642956122756
   Iteration 27 of 100, loss = 0.006121715737713708
   Iteration 28 of 100, loss = 0.006081305710332734
   Iteration 29 of 100, loss = 0.006043206739785342
   Iteration 30 of 100, loss = 0.005985346467544635
   Iteration 31 of 100, loss = 0.005940257316274989
   Iteration 32 of 100, loss = 0.005976247048238292
   Iteration 33 of 100, loss = 0.005992346612567251
   Iteration 34 of 100, loss = 0.006001419428845539
   Iteration 35 of 100, loss = 0.006008852792105505
   Iteration 36 of 100, loss = 0.005968979766799344
   Iteration 37 of 100, loss = 0.006076081605577791
   Iteration 38 of 100, loss = 0.006053576245903969
   Iteration 39 of 100, loss = 0.0060183501277023405
   Iteration 40 of 100, loss = 0.006055649183690548
   Iteration 41 of 100, loss = 0.006093589032477722
   Iteration 42 of 100, loss = 0.0060779499333529245
   Iteration 43 of 100, loss = 0.0060523005289047265
   Iteration 44 of 100, loss = 0.005979638208042492
   Iteration 45 of 100, loss = 0.0060289463235272305
   Iteration 46 of 100, loss = 0.00602969860293619
   Iteration 47 of 100, loss = 0.005957961468858288
   Iteration 48 of 100, loss = 0.005957191092117379
   Iteration 49 of 100, loss = 0.005889685662957478
   Iteration 50 of 100, loss = 0.005864163497462869
   Iteration 51 of 100, loss = 0.005840436208481882
   Iteration 52 of 100, loss = 0.005775824538432062
   Iteration 53 of 100, loss = 0.005748119222808559
   Iteration 54 of 100, loss = 0.005778764736735159
   Iteration 55 of 100, loss = 0.005814119301397692
   Iteration 56 of 100, loss = 0.005774006617554862
   Iteration 57 of 100, loss = 0.005777035786753945
   Iteration 58 of 100, loss = 0.005760492319401739
   Iteration 59 of 100, loss = 0.005710770814063943
   Iteration 60 of 100, loss = 0.00572882363339886
   Iteration 61 of 100, loss = 0.005694862390242395
   Iteration 62 of 100, loss = 0.005652562384643863
   Iteration 63 of 100, loss = 0.005749064113294322
   Iteration 64 of 100, loss = 0.005761913096648641
   Iteration 65 of 100, loss = 0.005800473360488048
   Iteration 66 of 100, loss = 0.005873235436438611
   Iteration 67 of 100, loss = 0.0059297977487987544
   Iteration 68 of 100, loss = 0.0059101316488950565
   Iteration 69 of 100, loss = 0.005873992067316304
   Iteration 70 of 100, loss = 0.005873551219701767
   Iteration 71 of 100, loss = 0.00582430049003115
   Iteration 72 of 100, loss = 0.00578684529561239
   Iteration 73 of 100, loss = 0.005788123263811616
   Iteration 74 of 100, loss = 0.005811744014027755
   Iteration 75 of 100, loss = 0.005799340701972445
   Iteration 76 of 100, loss = 0.005778991957317646
   Iteration 77 of 100, loss = 0.005798420345700987
   Iteration 78 of 100, loss = 0.005781831336207688
   Iteration 79 of 100, loss = 0.005791195293982761
   Iteration 80 of 100, loss = 0.005759166888310574
   Iteration 81 of 100, loss = 0.005710986503227441
   Iteration 82 of 100, loss = 0.0056920591088738745
   Iteration 83 of 100, loss = 0.005690026975023639
   Iteration 84 of 100, loss = 0.005675746884662658
   Iteration 85 of 100, loss = 0.005679467487532426
   Iteration 86 of 100, loss = 0.005682765270669966
   Iteration 87 of 100, loss = 0.005685597805349135
   Iteration 88 of 100, loss = 0.005692878015741537
   Iteration 89 of 100, loss = 0.005711666070280618
   Iteration 90 of 100, loss = 0.0056773240108870795
   Iteration 91 of 100, loss = 0.0056511260630501495
   Iteration 92 of 100, loss = 0.005636800703106691
   Iteration 93 of 100, loss = 0.005655644266235251
   Iteration 94 of 100, loss = 0.00566415570953742
   Iteration 95 of 100, loss = 0.005648744846449087
   Iteration 96 of 100, loss = 0.005613903277359593
   Iteration 97 of 100, loss = 0.005607102320711945
   Iteration 98 of 100, loss = 0.0055892162229295595
   Iteration 99 of 100, loss = 0.005621227198233357
   Iteration 100 of 100, loss = 0.005590274285059422

   End of epoch 52; saving model... 

Epoch 53 of 2000
   Iteration 1 of 100, loss = 0.006695382762700319
   Iteration 2 of 100, loss = 0.005463333101943135
   Iteration 3 of 100, loss = 0.004989676953603824
   Iteration 4 of 100, loss = 0.005865375394932926
   Iteration 5 of 100, loss = 0.007061041053384542
   Iteration 6 of 100, loss = 0.007092818074549238
   Iteration 7 of 100, loss = 0.006399139695401702
   Iteration 8 of 100, loss = 0.006343534856569022
   Iteration 9 of 100, loss = 0.006579247148086627
   Iteration 10 of 100, loss = 0.006174829159863293
   Iteration 11 of 100, loss = 0.006126183444972743
   Iteration 12 of 100, loss = 0.006290459248702973
   Iteration 13 of 100, loss = 0.006112449820368336
   Iteration 14 of 100, loss = 0.006058279707628701
   Iteration 15 of 100, loss = 0.006309328057492773
   Iteration 16 of 100, loss = 0.00630096068198327
   Iteration 17 of 100, loss = 0.00615920262027751
   Iteration 18 of 100, loss = 0.006157056519037319
   Iteration 19 of 100, loss = 0.006171796434117775
   Iteration 20 of 100, loss = 0.0061257521971128884
   Iteration 21 of 100, loss = 0.006374929177885254
   Iteration 22 of 100, loss = 0.006444609459404918
   Iteration 23 of 100, loss = 0.006385567182998942
   Iteration 24 of 100, loss = 0.0063682443675740314
   Iteration 25 of 100, loss = 0.006295652305707336
   Iteration 26 of 100, loss = 0.006454328925778659
   Iteration 27 of 100, loss = 0.006387693488418504
   Iteration 28 of 100, loss = 0.006399466065756444
   Iteration 29 of 100, loss = 0.00638800458822014
   Iteration 30 of 100, loss = 0.006409871849852303
   Iteration 31 of 100, loss = 0.006453800593472777
   Iteration 32 of 100, loss = 0.006399497076927219
   Iteration 33 of 100, loss = 0.006336805671735695
   Iteration 34 of 100, loss = 0.006447281448773164
   Iteration 35 of 100, loss = 0.006654279579275421
