nohup: ignoring input
Loading weights from /autofs/space/nicc_005/users/olchanyi/DiffSR/models_fused/model_fused_v1/checkpoint_1100.pth
Epoch 1101 of 2000
Found 300 cases for training
   Iteration 1 of 100, tot loss = 4.8497419357299805, l1: 0.00010021883645094931, l2: 0.00038475534529425204
   Iteration 70 of 100, tot loss = 4.479458652223859, l1: 0.00010058234843849538, l2: 0.0003473635182932152
   Iteration 71 of 100, tot loss = 4.46492208897228, l1: 0.00010007794793329569, l2: 0.0003464142625912053
   Iteration 72 of 100, tot loss = 4.4238175137175455, l1: 9.926380360209603e-05, l2: 0.00034311794934183126
   Iteration 73 of 100, tot loss = 4.435415952172998, l1: 9.916423847268923e-05, l2: 0.0003443773586122791
   Iteration 74 of 100, tot loss = 4.425719581745766, l1: 9.914741732810964e-05, l2: 0.00034342454248847363
   Iteration 75 of 100, tot loss = 4.414719754854838, l1: 9.905594852170907e-05, l2: 0.00034241602862797055
   Iteration 76 of 100, tot loss = 4.405661986062401, l1: 9.866801218250705e-05, l2: 0.00034189818794211054
   Iteration 77 of 100, tot loss = 4.40085181477782, l1: 9.844684392227428e-05, l2: 0.00034163833938632765
   Iteration 78 of 100, tot loss = 4.406877800440177, l1: 9.850320748228114e-05, l2: 0.0003421845746440037
   Iteration 79 of 100, tot loss = 4.3988417205931265, l1: 9.844690955301476e-05, l2: 0.0003414372647368302
   Iteration 80 of 100, tot loss = 4.396146769821644, l1: 9.826442078519904e-05, l2: 0.0003413502584407979
   Iteration 81 of 100, tot loss = 4.402986775209874, l1: 9.817220654193439e-05, l2: 0.00034212647320308874
   Iteration 82 of 100, tot loss = 4.414861296735158, l1: 9.815790029434294e-05, l2: 0.00034332823137136565
   Iteration 83 of 100, tot loss = 4.4000087114701785, l1: 9.79810710228469e-05, l2: 0.0003420198019783304
   Iteration 84 of 100, tot loss = 4.410648168552489, l1: 9.840565226546633e-05, l2: 0.00034265916638971596
   Iteration 85 of 100, tot loss = 4.413293377090903, l1: 9.825524205499439e-05, l2: 0.00034307409719879026
   Iteration 86 of 100, tot loss = 4.408203204010809, l1: 9.836273039941579e-05, l2: 0.0003424575913604078
   Iteration 87 of 100, tot loss = 4.394911046685843, l1: 9.812405718465057e-05, l2: 0.00034136704867371174
   Iteration 88 of 100, tot loss = 4.405947900631211, l1: 9.800398183043316e-05, l2: 0.00034259080935457445
   Iteration 89 of 100, tot loss = 4.404570508539007, l1: 9.826934273293232e-05, l2: 0.000342187709341825
   Iteration 90 of 100, tot loss = 4.399744980865055, l1: 9.841921625290222e-05, l2: 0.000341555283052407
   Iteration 91 of 100, tot loss = 4.383706542161795, l1: 9.798432902143858e-05, l2: 0.0003403863265303189
   Iteration 92 of 100, tot loss = 4.360641737347064, l1: 9.745972285758319e-05, l2: 0.00033860445222197325
   Iteration 93 of 100, tot loss = 4.341514991175744, l1: 9.713336663891471e-05, l2: 0.00033701813373882423
   Iteration 94 of 100, tot loss = 4.337690382561785, l1: 9.680163357382086e-05, l2: 0.00033696740579313323
   Iteration 95 of 100, tot loss = 4.335659979519091, l1: 9.672409467288832e-05, l2: 0.0003368419045919405
   Iteration 96 of 100, tot loss = 4.340095056841771, l1: 9.640457430274789e-05, l2: 0.00033760493253491103
   Iteration 97 of 100, tot loss = 4.341125118363764, l1: 9.642466803719817e-05, l2: 0.0003376878451012296
   Iteration 98 of 100, tot loss = 4.328554057345098, l1: 9.624233733083368e-05, l2: 0.00033661306944701876
   Iteration 99 of 100, tot loss = 4.340521442769754, l1: 9.639118166024223e-05, l2: 0.0003376609637405526
   Iteration 100 of 100, tot loss = 4.343315631151199, l1: 9.630133376049343e-05, l2: 0.0003380302304140059

   End of epoch 1368; saving model... 

Epoch 1369 of 2000
   Iteration 1 of 100, tot loss = 9.229948043823242, l1: 0.00016501086065545678, l2: 0.000757983943913132
   Iteration 2 of 100, tot loss = 6.888887166976929, l1: 0.0001322438365605194, l2: 0.0005566448817262426
   Iteration 3 of 100, tot loss = 7.193743387858073, l1: 0.00014328259324732548, l2: 0.0005760917459459355
   Iteration 4 of 100, tot loss = 6.10705840587616, l1: 0.00012293812687858008, l2: 0.00048776771291159093
   Iteration 5 of 100, tot loss = 5.766799640655518, l1: 0.0001145315676694736, l2: 0.0004621483967639506
   Iteration 6 of 100, tot loss = 5.787902116775513, l1: 0.0001164081380314504, l2: 0.0004623820762693261
   Iteration 7 of 100, tot loss = 6.017187935965402, l1: 0.00012244290805288723, l2: 0.00047927588041472646
   Iteration 8 of 100, tot loss = 5.519978314638138, l1: 0.00011391753105272073, l2: 0.0004380802947707707
   Iteration 9 of 100, tot loss = 5.5495785342322455, l1: 0.00011398707202816795, l2: 0.0004409707762533799
   Iteration 10 of 100, tot loss = 5.502369236946106, l1: 0.00011506220544106327, l2: 0.0004351747120381333
   Iteration 11 of 100, tot loss = 5.591676170175726, l1: 0.00011663722332080148, l2: 0.00044253038967409253
   Iteration 12 of 100, tot loss = 5.815324604511261, l1: 0.00012100546822087684, l2: 0.0004605269847767583
   Iteration 13 of 100, tot loss = 5.788823512884287, l1: 0.00011996508468515598, l2: 0.00045891726152219164
   Iteration 14 of 100, tot loss = 5.516577873911176, l1: 0.0001142484067843595, l2: 0.00043740937586075494
   Iteration 15 of 100, tot loss = 5.475188620885214, l1: 0.0001134459247017124, l2: 0.0004340729326941073
   Iteration 16 of 100, tot loss = 5.416920974850655, l1: 0.00011393357021916017, l2: 0.0004277585230738623
   Iteration 17 of 100, tot loss = 5.251431086484124, l1: 0.00011032921054934645, l2: 0.00041481389352531335
   Iteration 18 of 100, tot loss = 5.327712045775519, l1: 0.0001121809736004151, l2: 0.0004205902263897264
   Iteration 19 of 100, tot loss = 5.265095397045738, l1: 0.0001104401936141872, l2: 0.0004160693413149075
   Iteration 20 of 100, tot loss = 5.292301833629608, l1: 0.00011120338385808281, l2: 0.00041802679552347397
   Iteration 21 of 100, tot loss = 5.26102462269011, l1: 0.000111446095356119, l2: 0.0004146563636216645
   Iteration 22 of 100, tot loss = 5.306919520551508, l1: 0.00011308303477232006, l2: 0.000417608913928482
   Iteration 23 of 100, tot loss = 5.317841125571209, l1: 0.00011362669750309104, l2: 0.00041815741101543057
   Iteration 24 of 100, tot loss = 5.282464653253555, l1: 0.00011279567055074342, l2: 0.00041545079087275855
   Iteration 25 of 100, tot loss = 5.298114614486694, l1: 0.00011340794037096203, l2: 0.00041640351701062174
   Iteration 26 of 100, tot loss = 5.207513928413391, l1: 0.00011090207562329642, l2: 0.00040984931323551934
   Iteration 27 of 100, tot loss = 5.118961069318983, l1: 0.00010958233030612098, l2: 0.0004023137724423712
   Iteration 28 of 100, tot loss = 5.203275408063616, l1: 0.00011127831736043195, l2: 0.00040904921791349934
   Iteration 29 of 100, tot loss = 5.199083163820464, l1: 0.00011173550404331261, l2: 0.00040817280713436677
   Iteration 30 of 100, tot loss = 5.220726251602173, l1: 0.00011303492780522599, l2: 0.000409037692588754
   Iteration 31 of 100, tot loss = 5.271854062234202, l1: 0.00011349170487054864, l2: 0.0004136936970040082
   Iteration 32 of 100, tot loss = 5.2598303854465485, l1: 0.00011247571717376559, l2: 0.00041350731680722674
   Iteration 33 of 100, tot loss = 5.253658612569173, l1: 0.00011242074271484108, l2: 0.0004129451135116996
   Iteration 34 of 100, tot loss = 5.259872646892772, l1: 0.00011303831803054302, l2: 0.0004129489406135262
   Iteration 35 of 100, tot loss = 5.189620992115565, l1: 0.00011190892910235561, l2: 0.0004070531639237223
   Iteration 36 of 100, tot loss = 5.177439020739661, l1: 0.0001125210537793464, l2: 0.0004052228416387354
   Iteration 37 of 100, tot loss = 5.136368203807521, l1: 0.00011130375954766154, l2: 0.00040233305480796844
   Iteration 38 of 100, tot loss = 5.092208441935088, l1: 0.00011124496057546869, l2: 0.00039797587784338057
   Iteration 39 of 100, tot loss = 5.084607778451382, l1: 0.00011086761057809688, l2: 0.0003975931616971651
   Iteration 40 of 100, tot loss = 5.095910733938217, l1: 0.0001113291725232557, l2: 0.00039826189567975233
   Iteration 41 of 100, tot loss = 5.055573946092187, l1: 0.00011120822499633948, l2: 0.0003943491646190878
   Iteration 42 of 100, tot loss = 5.055022585959661, l1: 0.00011121493757638659, l2: 0.00039428731543011963
   Iteration 43 of 100, tot loss = 5.027877330780029, l1: 0.00011048151941923966, l2: 0.000392306208215264
   Iteration 44 of 100, tot loss = 5.033147270029241, l1: 0.00011042519880985228, l2: 0.00039288952393690124
   Iteration 45 of 100, tot loss = 5.030323314666748, l1: 0.0001096291707654018, l2: 0.00039340315658288697
   Iteration 46 of 100, tot loss = 5.007717355437901, l1: 0.00010885865531631482, l2: 0.00039191307618950856
   Iteration 47 of 100, tot loss = 4.944952203872356, l1: 0.00010787240968598548, l2: 0.00038662280681780835
   Iteration 48 of 100, tot loss = 4.97026789188385, l1: 0.00010843875823714673, l2: 0.0003885880263017801
   Iteration 49 of 100, tot loss = 5.011247342946578, l1: 0.00010903719751751145, l2: 0.0003920875321028336
   Iteration 50 of 100, tot loss = 5.000410690307617, l1: 0.00010894717423070687, l2: 0.0003910938900662586
   Iteration 51 of 100, tot loss = 4.9903433743645165, l1: 0.00010878867297102333, l2: 0.0003902456596466329
   Iteration 52 of 100, tot loss = 4.966811326833872, l1: 0.00010844834811835496, l2: 0.0003882327795368977
   Iteration 53 of 100, tot loss = 4.952683709702402, l1: 0.00010853116094400527, l2: 0.0003867372057734514
   Iteration 54 of 100, tot loss = 4.948575699770892, l1: 0.00010825919626869209, l2: 0.00038659836961111677
   Iteration 55 of 100, tot loss = 4.943976133519953, l1: 0.00010776625217245468, l2: 0.00038663135703907096
   Iteration 56 of 100, tot loss = 4.93883387531553, l1: 0.00010725199971212922, l2: 0.0003866313834026057
   Iteration 57 of 100, tot loss = 4.927690321939034, l1: 0.00010694253375588328, l2: 0.00038582649441403253
   Iteration 58 of 100, tot loss = 4.90320320787101, l1: 0.0001065279665109019, l2: 0.0003837923502252469
   Iteration 59 of 100, tot loss = 4.859464423131135, l1: 0.00010570633932760664, l2: 0.000380240099098123
   Iteration 60 of 100, tot loss = 4.860616600513458, l1: 0.00010572093869996025, l2: 0.0003803407181597625
   Iteration 61 of 100, tot loss = 4.87208589569467, l1: 0.00010601723893234491, l2: 0.0003811913479470694
   Iteration 62 of 100, tot loss = 4.877934328971371, l1: 0.00010642323216034715, l2: 0.0003813701985035873
   Iteration 63 of 100, tot loss = 4.8782036228785435, l1: 0.00010624652009388979, l2: 0.00038157383974138945
   Iteration 64 of 100, tot loss = 4.906124908477068, l1: 0.00010642526950732645, l2: 0.00038418721942434786
   Iteration 65 of 100, tot loss = 4.960380029678345, l1: 0.00010765390162794993, l2: 0.00038838409908259144
   Iteration 66 of 100, tot loss = 5.00780603018674, l1: 0.00010834197840295295, l2: 0.0003924386224808228
   Iteration 67 of 100, tot loss = 5.048850433150334, l1: 0.00010937014852047537, l2: 0.00039551489284512267
   Iteration 68 of 100, tot loss = 5.034403054153218, l1: 0.00010935321086649578, l2: 0.00039408709263251
   Iteration 69 of 100, tot loss = 4.994430604188339, l1: 0.00010877317016939227, l2: 0.0003906698883561741
   Iteration 70 of 100, tot loss = 4.979927144731794, l1: 0.00010850395997944621, l2: 0.00038948875257379507
   Iteration 71 of 100, tot loss = 4.972754243394019, l1: 0.00010845551494153178, l2: 0.00038881990775747985
   Iteration 72 of 100, tot loss = 5.02456667025884, l1: 0.00010924223245941296, l2: 0.00039321443323893216
   Iteration 73 of 100, tot loss = 5.023369723803376, l1: 0.00010940597917085628, l2: 0.0003929309918120988
   Iteration 74 of 100, tot loss = 5.0087156038026555, l1: 0.00010897713567632113, l2: 0.0003918944234641999
   Iteration 75 of 100, tot loss = 5.013364893595377, l1: 0.00010841214141692035, l2: 0.0003929243467670555
   Iteration 76 of 100, tot loss = 5.006524788705926, l1: 0.00010819767842469063, l2: 0.0003924547990640062
   Iteration 77 of 100, tot loss = 5.061107325863529, l1: 0.00010887247344135766, l2: 0.0003972382569313654
   Iteration 78 of 100, tot loss = 5.072934358547895, l1: 0.00010941277646335762, l2: 0.0003978806577297525
   Iteration 79 of 100, tot loss = 5.070406980152372, l1: 0.00010945773152067161, l2: 0.0003975829652207019
   Iteration 80 of 100, tot loss = 5.097986769676209, l1: 0.00010962474566440505, l2: 0.00040017392984736944
   Iteration 81 of 100, tot loss = 5.11289268658485, l1: 0.00011000264791540376, l2: 0.00040128661903845905
   Iteration 82 of 100, tot loss = 5.097260082640299, l1: 0.00010940058950282259, l2: 0.0004003254173922625
   Iteration 83 of 100, tot loss = 5.084586864494415, l1: 0.000109437168588096, l2: 0.00039902151648533047
   Iteration 84 of 100, tot loss = 5.068353442918687, l1: 0.00010923401233802516, l2: 0.00039760133066530604
   Iteration 85 of 100, tot loss = 5.068583886763629, l1: 0.00010908744439160834, l2: 0.00039777094241478204
   Iteration 86 of 100, tot loss = 5.123482354851657, l1: 0.00010968655907734416, l2: 0.0004026616741104463
   Iteration 87 of 100, tot loss = 5.12565172129664, l1: 0.00010944453414145525, l2: 0.0004031206362401724
   Iteration 88 of 100, tot loss = 5.122605692256581, l1: 0.00010949512848541913, l2: 0.0004027654390070397
   Iteration 89 of 100, tot loss = 5.112286926655287, l1: 0.00010905000200499047, l2: 0.0004021786890722539
   Iteration 90 of 100, tot loss = 5.111440155241224, l1: 0.00010904113049845264, l2: 0.0004021028831226027
   Iteration 91 of 100, tot loss = 5.092129544897394, l1: 0.0001087492631456001, l2: 0.0004004636895523028
   Iteration 92 of 100, tot loss = 5.077017172523167, l1: 0.0001085833759055316, l2: 0.0003991183394923017
   Iteration 93 of 100, tot loss = 5.083569731763614, l1: 0.00010875658613600848, l2: 0.00039960038507111894
   Iteration 94 of 100, tot loss = 5.056123900920786, l1: 0.00010839272305174939, l2: 0.00039721966521106064
   Iteration 95 of 100, tot loss = 5.060071980325799, l1: 0.00010826857955850611, l2: 0.00039773861690742994
   Iteration 96 of 100, tot loss = 5.0572324097156525, l1: 0.00010848192213567624, l2: 0.0003972413170837778
   Iteration 97 of 100, tot loss = 5.053809259355683, l1: 0.00010833645055098124, l2: 0.0003970444738593663
   Iteration 98 of 100, tot loss = 5.0397453210791765, l1: 0.00010818965830014572, l2: 0.0003957848724783208
   Iteration 99 of 100, tot loss = 5.056840000730572, l1: 0.00010852026521619833, l2: 0.0003971637335707048
   Iteration 100 of 100, tot loss = 5.047466559410095, l1: 0.00010845491055079037, l2: 0.00039629174410947597

   End of epoch 1369; saving model... 

Epoch 1370 of 2000
   Iteration 1 of 100, tot loss = 5.816941738128662, l1: 8.828138379612938e-05, l2: 0.0004934127791784704
   Iteration 2 of 100, tot loss = 6.233523845672607, l1: 0.00011993298176093958, l2: 0.0005034194036852568
   Iteration 3 of 100, tot loss = 5.308952331542969, l1: 9.87256680673454e-05, l2: 0.0004321695596445352
   Iteration 4 of 100, tot loss = 5.354454278945923, l1: 0.00010492739147593966, l2: 0.0004305180336814374
   Iteration 5 of 100, tot loss = 5.623159408569336, l1: 0.0001071084632712882, l2: 0.0004552074824459851
   Iteration 6 of 100, tot loss = 5.5680224895477295, l1: 0.0001094648087018868, l2: 0.0004473374428926036
   Iteration 7 of 100, tot loss = 5.307483400617327, l1: 0.00010491745498646716, l2: 0.0004258308867325208
   Iteration 8 of 100, tot loss = 5.009262949228287, l1: 9.850930791799328e-05, l2: 0.00040241699025500566
   Iteration 9 of 100, tot loss = 4.691424608230591, l1: 9.553793441025644e-05, l2: 0.0003736045295631306
   Iteration 10 of 100, tot loss = 4.931410717964172, l1: 0.00010198066411248874, l2: 0.0003911604086169973
   Iteration 11 of 100, tot loss = 4.847979437221181, l1: 0.00010125213587095708, l2: 0.0003835458086210896
   Iteration 12 of 100, tot loss = 4.749914328257243, l1: 9.756058655815043e-05, l2: 0.00037743084734150517
   Iteration 13 of 100, tot loss = 4.624606040807871, l1: 9.577283568572826e-05, l2: 0.0003666877679419346
   Iteration 14 of 100, tot loss = 4.669318318367004, l1: 9.587071638504443e-05, l2: 0.00037106111579175504
   Iteration 15 of 100, tot loss = 4.560658995310465, l1: 9.31098834068204e-05, l2: 0.00036295601748861375
   Iteration 16 of 100, tot loss = 4.4789542108774185, l1: 9.253959387933719e-05, l2: 0.00035535582810553024
   Iteration 17 of 100, tot loss = 4.526158571243286, l1: 9.429303677547175e-05, l2: 0.0003583228210439248
   Iteration 18 of 100, tot loss = 4.433877322408888, l1: 9.323197082267143e-05, l2: 0.0003501557617305985
   Iteration 19 of 100, tot loss = 4.4484038227482845, l1: 9.409489231122854e-05, l2: 0.00035074549056221977
   Iteration 20 of 100, tot loss = 4.406353509426117, l1: 9.364685065520462e-05, l2: 0.00034698850140557624
   Iteration 21 of 100, tot loss = 4.33958481606983, l1: 9.145911601427499e-05, l2: 0.0003424993670445734
   Iteration 22 of 100, tot loss = 4.436235048554161, l1: 9.401610540490682e-05, l2: 0.0003496073999981904
   Iteration 23 of 100, tot loss = 4.458256856254909, l1: 9.505190625888012e-05, l2: 0.0003507737805510102
   Iteration 24 of 100, tot loss = 4.518870383501053, l1: 9.708163694692e-05, l2: 0.00035480540282151196
   Iteration 25 of 100, tot loss = 4.5282314586639405, l1: 9.76755251758732e-05, l2: 0.0003551476210122928
   Iteration 26 of 100, tot loss = 4.532870503572317, l1: 9.877142488571386e-05, l2: 0.0003545156264758239
   Iteration 27 of 100, tot loss = 4.478795740339491, l1: 9.810949295233176e-05, l2: 0.00034977008235054436
   Iteration 28 of 100, tot loss = 4.486182587487357, l1: 9.910426134800738e-05, l2: 0.00034951399928624075
   Iteration 29 of 100, tot loss = 4.597693657052928, l1: 0.0001010720014415585, l2: 0.0003586973661781642
   Iteration 30 of 100, tot loss = 4.58409940401713, l1: 0.00010129668468531842, l2: 0.0003571132586027185
   Iteration 31 of 100, tot loss = 4.578958849753103, l1: 0.00010178543415085803, l2: 0.00035611045407882383
   Iteration 32 of 100, tot loss = 4.6385326236486435, l1: 0.00010298569850419881, l2: 0.00036086756608710857
   Iteration 33 of 100, tot loss = 4.601930553262884, l1: 0.0001023962600315413, l2: 0.0003577967978675257
   Iteration 34 of 100, tot loss = 4.529164966414957, l1: 0.00010047704071279012, l2: 0.00035243945860523074
   Iteration 35 of 100, tot loss = 4.5291718551090785, l1: 0.0001000533377269416, l2: 0.0003528638493402728
   Iteration 36 of 100, tot loss = 4.542313145266639, l1: 0.00010024231940203915, l2: 0.000353988996519345
   Iteration 37 of 100, tot loss = 4.675296029529056, l1: 0.0001022262210451142, l2: 0.0003653033833157875
   Iteration 38 of 100, tot loss = 4.647675934590791, l1: 0.0001016107633308581, l2: 0.0003631568320806285
   Iteration 39 of 100, tot loss = 4.6075235941471195, l1: 0.0001008997644067933, l2: 0.00035985259754129517
   Iteration 40 of 100, tot loss = 4.619059985876083, l1: 0.00010057296403829242, l2: 0.00036133303656242787
   Iteration 41 of 100, tot loss = 4.659633456206903, l1: 0.00010126354062799137, l2: 0.0003646998069953264
   Iteration 42 of 100, tot loss = 4.738171174412682, l1: 0.00010268983706260943, l2: 0.0003711272826573501
   Iteration 43 of 100, tot loss = 4.728834168855534, l1: 0.0001022236181090066, l2: 0.00037065980113977785
   Iteration 44 of 100, tot loss = 4.703838326714256, l1: 0.00010218626762666231, l2: 0.00036819756761277944
   Iteration 45 of 100, tot loss = 4.701632319556342, l1: 0.00010199580445057816, l2: 0.0003681674302141699
   Iteration 46 of 100, tot loss = 4.682246317034182, l1: 0.00010224675165575363, l2: 0.00036597788288339
   Iteration 47 of 100, tot loss = 4.693510760652258, l1: 0.0001028475085052939, l2: 0.00036650357094216855
   Iteration 48 of 100, tot loss = 4.716496184468269, l1: 0.00010330449867979041, l2: 0.0003683451232063817
   Iteration 49 of 100, tot loss = 4.741287031952216, l1: 0.00010380409708441406, l2: 0.0003703246089126154
   Iteration 50 of 100, tot loss = 4.767192091941833, l1: 0.00010458554184879176, l2: 0.00037213367060758175
   Iteration 51 of 100, tot loss = 4.806336173824236, l1: 0.00010519897706199474, l2: 0.0003754346444289766
   Iteration 52 of 100, tot loss = 4.789383397652553, l1: 0.00010455467516014603, l2: 0.00037438366864360153
   Iteration 53 of 100, tot loss = 4.754232887951833, l1: 0.0001040925759160979, l2: 0.000371330716967899
   Iteration 54 of 100, tot loss = 4.750738316112095, l1: 0.0001037324454281824, l2: 0.0003713413903757033
   Iteration 55 of 100, tot loss = 4.701679238406094, l1: 0.00010284706626076844, l2: 0.0003673208615509793
   Iteration 56 of 100, tot loss = 4.669521455253873, l1: 0.00010255700785169861, l2: 0.0003643951414622799
   Iteration 57 of 100, tot loss = 4.703714575683861, l1: 0.0001028027262803159, l2: 0.00036756873560718083
   Iteration 58 of 100, tot loss = 4.6929038763046265, l1: 0.00010281895767297226, l2: 0.000366471434094349
   Iteration 59 of 100, tot loss = 4.66695554377669, l1: 0.00010184640058916125, l2: 0.0003648491576807258
   Iteration 60 of 100, tot loss = 4.668376159667969, l1: 0.00010182008639579484, l2: 0.0003650175332343982
   Iteration 61 of 100, tot loss = 4.680361622669658, l1: 0.00010225029276267885, l2: 0.0003657858729549516
   Iteration 62 of 100, tot loss = 4.674971557432605, l1: 0.00010215701225998572, l2: 0.00036534014643327666
   Iteration 63 of 100, tot loss = 4.643655633169507, l1: 0.00010163223152399979, l2: 0.00036273333465769176
   Iteration 64 of 100, tot loss = 4.663540959358215, l1: 0.00010177541935263434, l2: 0.00036457867918215925
   Iteration 65 of 100, tot loss = 4.674603410867545, l1: 0.00010193272509450953, l2: 0.0003655276185152336
   Iteration 66 of 100, tot loss = 4.668081803755327, l1: 0.00010215667906308998, l2: 0.0003646515035529085
   Iteration 67 of 100, tot loss = 4.671457774603545, l1: 0.00010245616996049214, l2: 0.0003646896099115708
   Iteration 68 of 100, tot loss = 4.70548872386708, l1: 0.00010267618167477743, l2: 0.00036787269345950335
   Iteration 69 of 100, tot loss = 4.708954700525256, l1: 0.00010285770522255072, l2: 0.0003680377680659834
   Iteration 70 of 100, tot loss = 4.732351214545114, l1: 0.0001035234034394047, l2: 0.00036971172085031867
   Iteration 71 of 100, tot loss = 4.738761955583599, l1: 0.00010338896667440488, l2: 0.00037048723176449645
   Iteration 72 of 100, tot loss = 4.713203665282991, l1: 0.00010289243911958895, l2: 0.0003684279302736589
   Iteration 73 of 100, tot loss = 4.742515723999232, l1: 0.00010363509659639445, l2: 0.0003706164788040141
   Iteration 74 of 100, tot loss = 4.7156446849977645, l1: 0.00010295914438068615, l2: 0.00036860532713330323
   Iteration 75 of 100, tot loss = 4.710802971522013, l1: 0.00010272645362420007, l2: 0.0003683538461336866
   Iteration 76 of 100, tot loss = 4.701501535741906, l1: 0.00010252343274355793, l2: 0.00036762672301081595
   Iteration 77 of 100, tot loss = 4.6789903176295295, l1: 0.00010211208616776464, l2: 0.0003657869477952867
   Iteration 78 of 100, tot loss = 4.6500134620911036, l1: 0.00010166755395729501, l2: 0.0003633337943868425
   Iteration 79 of 100, tot loss = 4.649537312833568, l1: 0.0001018775273902825, l2: 0.0003630762062878407
   Iteration 80 of 100, tot loss = 4.643951740860939, l1: 0.00010196821785939392, l2: 0.0003624269589636242
   Iteration 81 of 100, tot loss = 4.646756051499167, l1: 0.00010215542949290579, l2: 0.0003625201787167217
   Iteration 82 of 100, tot loss = 4.657937721508305, l1: 0.00010179505687385866, l2: 0.0003639987184348085
   Iteration 83 of 100, tot loss = 4.650343352053539, l1: 0.00010195034499987062, l2: 0.00036308399355319517
   Iteration 84 of 100, tot loss = 4.628303221293858, l1: 0.00010158130360304356, l2: 0.00036124902198068974
   Iteration 85 of 100, tot loss = 4.6145999992595, l1: 0.00010149807597318774, l2: 0.00035996192737537273
   Iteration 86 of 100, tot loss = 4.616308996843737, l1: 0.00010161993867409047, l2: 0.0003600109644033838
   Iteration 87 of 100, tot loss = 4.65043059984843, l1: 0.00010220248662952291, l2: 0.00036284057644260086
   Iteration 88 of 100, tot loss = 4.64539496736093, l1: 0.00010216724612374409, l2: 0.00036237225404792383
   Iteration 89 of 100, tot loss = 4.652010706033599, l1: 0.00010234822417423652, l2: 0.0003628528499034014
   Iteration 90 of 100, tot loss = 4.661239626672533, l1: 0.0001026562629299911, l2: 0.00036346770325002985
   Iteration 91 of 100, tot loss = 4.66156698845245, l1: 0.00010256033899597721, l2: 0.00036359636290868807
   Iteration 92 of 100, tot loss = 4.677025289639182, l1: 0.00010288400430315802, l2: 0.00036481852768464824
   Iteration 93 of 100, tot loss = 4.6621123590777, l1: 0.00010285832675396695, l2: 0.0003633529120888461
   Iteration 94 of 100, tot loss = 4.654600678606236, l1: 0.00010295905505041989, l2: 0.00036250101572690295
   Iteration 95 of 100, tot loss = 4.689310538141351, l1: 0.00010342352608476129, l2: 0.00036550753023843036
   Iteration 96 of 100, tot loss = 4.678155057132244, l1: 0.00010329716413555919, l2: 0.00036451834406155587
   Iteration 97 of 100, tot loss = 4.679435044219813, l1: 0.00010328668247087446, l2: 0.0003646568246077765
   Iteration 98 of 100, tot loss = 4.66999448562155, l1: 0.00010311230378610329, l2: 0.0003638871473542947
   Iteration 99 of 100, tot loss = 4.669115254373262, l1: 0.00010300293187622564, l2: 0.00036390859623688904
   Iteration 100 of 100, tot loss = 4.67390929222107, l1: 0.00010304803050530609, l2: 0.0003643429010116961

   End of epoch 1370; saving model... 

Epoch 1371 of 2000
   Iteration 1 of 100, tot loss = 4.662184715270996, l1: 0.00011020765668945387, l2: 0.00035601083072833717
   Iteration 2 of 100, tot loss = 4.44366455078125, l1: 9.852467337623239e-05, l2: 0.0003458417922956869
   Iteration 3 of 100, tot loss = 4.252939860026042, l1: 9.709085619154696e-05, l2: 0.0003282031393609941
   Iteration 4 of 100, tot loss = 5.163126587867737, l1: 0.00010490458043932449, l2: 0.0004114080948056653
   Iteration 5 of 100, tot loss = 5.261660766601563, l1: 0.00011201380257261918, l2: 0.0004141522862482816
   Iteration 6 of 100, tot loss = 5.2295347849528, l1: 0.00011503747979683492, l2: 0.0004079160086500148
   Iteration 7 of 100, tot loss = 5.192140919821603, l1: 0.00011268628960741418, l2: 0.0004065278127589928
   Iteration 8 of 100, tot loss = 5.2688374519348145, l1: 0.0001100650088119437, l2: 0.0004168187406321522
   Iteration 9 of 100, tot loss = 5.2337942653232155, l1: 0.00011237733593184708, l2: 0.0004110020947539144
   Iteration 10 of 100, tot loss = 5.1387749195098875, l1: 0.0001082469243556261, l2: 0.00040563057409599424
   Iteration 11 of 100, tot loss = 5.289393251592463, l1: 0.00011093443688216873, l2: 0.00041800489733842284
   Iteration 12 of 100, tot loss = 5.199736952781677, l1: 0.00011025220373994671, l2: 0.00040972149872686714
   Iteration 13 of 100, tot loss = 5.12915116090041, l1: 0.00010819038624714057, l2: 0.00040472473707408284
   Iteration 14 of 100, tot loss = 5.3157923221588135, l1: 0.00010856488786105598, l2: 0.00042301435314584523
   Iteration 15 of 100, tot loss = 5.263450717926025, l1: 0.00010805319179780781, l2: 0.0004182918870355934
   Iteration 16 of 100, tot loss = 5.301384061574936, l1: 0.00010866163802347728, l2: 0.00042147677413595375
   Iteration 17 of 100, tot loss = 5.299912761239445, l1: 0.00010960929734317367, l2: 0.00042038198615259985
   Iteration 18 of 100, tot loss = 5.216368675231934, l1: 0.00010845712596266012, l2: 0.0004131797484458528
   Iteration 19 of 100, tot loss = 5.249027377680728, l1: 0.00010953235400129894, l2: 0.0004153703890838905
   Iteration 20 of 100, tot loss = 5.311202049255371, l1: 0.00011029556699213572, l2: 0.00042082464206032454
   Iteration 21 of 100, tot loss = 5.135343364306858, l1: 0.00010653362464619845, l2: 0.00040700071535649753
   Iteration 22 of 100, tot loss = 5.200802515853535, l1: 0.00010878545816178138, l2: 0.0004112947975624014
