nohup: ignoring input
Loading weights from /autofs/space/nicc_005/users/olchanyi/DiffSR/model_outputs_v13/checkpoint_0055.pth
Epoch 56 of 2000
Found 300 cases for training
   Iteration 1 of 100, loss = 0.007026712875813246
   Iteration 2 of 100, loss = 0.005019792588427663
   Iteration 3 of 100, loss = 0.0058332815145452814
   Iteration 4 of 100, loss = 0.004826138960197568
   Iteration 5 of 100, loss = 0.004747484065592289
   Iteration 6 of 100, loss = 0.00500987268363436
   Iteration 7 of 100, loss = 0.004563741153106093
   Iteration 8 of 100, loss = 0.004446539416676387
   Iteration 9 of 100, loss = 0.004145557164318032
   Iteration 10 of 100, loss = 0.004339913837611675
   Iteration 11 of 100, loss = 0.00429162010550499
   Iteration 12 of 100, loss = 0.004394949801887075
   Iteration 13 of 100, loss = 0.00459152667854841
   Iteration 14 of 100, loss = 0.0045806914235332185
   Iteration 15 of 100, loss = 0.0044345954898744825
   Iteration 16 of 100, loss = 0.004364461114164442
   Iteration 17 of 100, loss = 0.004385683575973791
   Iteration 18 of 100, loss = 0.0043175621216909755
   Iteration 19 of 100, loss = 0.0043887592067843985
   Iteration 20 of 100, loss = 0.004446480353362858
   Iteration 21 of 100, loss = 0.004405304578886856
   Iteration 22 of 100, loss = 0.0043268906354734845
   Iteration 23 of 100, loss = 0.004257020358320164
   Iteration 24 of 100, loss = 0.004370575828943402
   Iteration 25 of 100, loss = 0.004282514611259103
   Iteration 26 of 100, loss = 0.004280231561726675
   Iteration 27 of 100, loss = 0.004235645540541521
   Iteration 28 of 100, loss = 0.004186424326949886
   Iteration 29 of 100, loss = 0.004116894588966308
   Iteration 30 of 100, loss = 0.004098364625436565
   Iteration 31 of 100, loss = 0.004131655937301055
   Iteration 32 of 100, loss = 0.004058237343997462
   Iteration 33 of 100, loss = 0.004031466986899349
   Iteration 34 of 100, loss = 0.004021303663167226
   Iteration 35 of 100, loss = 0.004070576722733676
   Iteration 36 of 100, loss = 0.004028897541704484
   Iteration 37 of 100, loss = 0.0039838897850918206
   Iteration 38 of 100, loss = 0.004012254510981668
   Iteration 39 of 100, loss = 0.004037243137971904
   Iteration 40 of 100, loss = 0.004103420840692706
   Iteration 41 of 100, loss = 0.004074985794609458
   Iteration 42 of 100, loss = 0.004116321456552084
   Iteration 43 of 100, loss = 0.004124390424315839
   Iteration 44 of 100, loss = 0.004129983302184634
   Iteration 45 of 100, loss = 0.004151280304520494
   Iteration 46 of 100, loss = 0.004088920839738263
   Iteration 47 of 100, loss = 0.004157479887114878
   Iteration 48 of 100, loss = 0.004102395808634658
   Iteration 49 of 100, loss = 0.004094588375479287
   Iteration 50 of 100, loss = 0.004087360417470336
   Iteration 51 of 100, loss = 0.004164385490630772
   Iteration 52 of 100, loss = 0.004163360294814293
   Iteration 53 of 100, loss = 0.004109393941449388
   Iteration 54 of 100, loss = 0.004173042800242978
   Iteration 55 of 100, loss = 0.004142826109785926
   Iteration 56 of 100, loss = 0.004141155389204089
   Iteration 57 of 100, loss = 0.004152428538522176
   Iteration 58 of 100, loss = 0.004147696931011461
   Iteration 59 of 100, loss = 0.004108504735533211
   Iteration 60 of 100, loss = 0.004081771064860126
   Iteration 61 of 100, loss = 0.004053173708866854
   Iteration 62 of 100, loss = 0.004014516330038708
   Iteration 63 of 100, loss = 0.003977107614027484
   Iteration 64 of 100, loss = 0.00398312375000387
   Iteration 65 of 100, loss = 0.004015169892675028
   Iteration 66 of 100, loss = 0.004061619664725819
   Iteration 67 of 100, loss = 0.004098155923229434
   Iteration 68 of 100, loss = 0.004074763443307294
   Iteration 69 of 100, loss = 0.0040959284381023135
   Iteration 70 of 100, loss = 0.004087405610230885
   Iteration 71 of 100, loss = 0.004113536182148251
   Iteration 72 of 100, loss = 0.00412209695948857
   Iteration 73 of 100, loss = 0.004143678728325216
   Iteration 74 of 100, loss = 0.0041515774807792056
   Iteration 75 of 100, loss = 0.004141933956804375
   Iteration 76 of 100, loss = 0.00412593440514205
   Iteration 77 of 100, loss = 0.0041077704994346605
   Iteration 78 of 100, loss = 0.004094259304484018
   Iteration 79 of 100, loss = 0.004078074451241218
   Iteration 80 of 100, loss = 0.004131200896517839
   Iteration 81 of 100, loss = 0.004118845782265711
   Iteration 82 of 100, loss = 0.00412785145028199
   Iteration 83 of 100, loss = 0.0041137325496087415
   Iteration 84 of 100, loss = 0.004113446703524373
   Iteration 85 of 100, loss = 0.00408817571176983
   Iteration 86 of 100, loss = 0.0041007530688698035
   Iteration 87 of 100, loss = 0.004102178392985344
   Iteration 88 of 100, loss = 0.004095875098507598
   Iteration 89 of 100, loss = 0.004136744124050974
   Iteration 90 of 100, loss = 0.004197996359370235
   Iteration 91 of 100, loss = 0.004189263992165061
   Iteration 92 of 100, loss = 0.004185927734436953
   Iteration 93 of 100, loss = 0.0041926078641066145
   Iteration 94 of 100, loss = 0.004192494684483539
   Iteration 95 of 100, loss = 0.004195109760927919
   Iteration 96 of 100, loss = 0.00418825214849979
   Iteration 97 of 100, loss = 0.004186688025827645
   Iteration 98 of 100, loss = 0.004169049921055913
   Iteration 99 of 100, loss = 0.004187117562384692
   Iteration 100 of 100, loss = 0.004188490376109257

   End of epoch 230; saving model... 

Epoch 231 of 2000
   Iteration 1 of 100, loss = 0.0021702097728848457
   Iteration 2 of 100, loss = 0.002634930540807545
   Iteration 3 of 100, loss = 0.002608218773578604
   Iteration 4 of 100, loss = 0.0027247085236012936
   Iteration 5 of 100, loss = 0.002522236364893615
   Iteration 6 of 100, loss = 0.002804488855569313
   Iteration 7 of 100, loss = 0.0028166304109618068
   Iteration 8 of 100, loss = 0.0032770063990028575
   Iteration 9 of 100, loss = 0.0033465914505844316
   Iteration 10 of 100, loss = 0.0033793759415857495
   Iteration 11 of 100, loss = 0.003975107154639607
   Iteration 12 of 100, loss = 0.004265020281309262
   Iteration 13 of 100, loss = 0.004192683138311482
   Iteration 14 of 100, loss = 0.004111050204041281
   Iteration 15 of 100, loss = 0.004081640400302907
   Iteration 16 of 100, loss = 0.0041574059941922314
   Iteration 17 of 100, loss = 0.0044271517613464414
   Iteration 18 of 100, loss = 0.0043638429746756125
   Iteration 19 of 100, loss = 0.00451588963379005
   Iteration 20 of 100, loss = 0.004598627443192527
   Iteration 21 of 100, loss = 0.004572751859779514
   Iteration 22 of 100, loss = 0.004609644661699845
   Iteration 23 of 100, loss = 0.0045870739268139005
   Iteration 24 of 100, loss = 0.004476352919785616
   Iteration 25 of 100, loss = 0.004507982037030161
   Iteration 26 of 100, loss = 0.004451847594911949
   Iteration 27 of 100, loss = 0.004371113976015261
   Iteration 28 of 100, loss = 0.004426380241056904
   Iteration 29 of 100, loss = 0.004427982979967934
   Iteration 30 of 100, loss = 0.004385001619812101
   Iteration 31 of 100, loss = 0.004506081887220423
   Iteration 32 of 100, loss = 0.004441055283677997
   Iteration 33 of 100, loss = 0.004507338617589663
   Iteration 34 of 100, loss = 0.0045746122247210756
   Iteration 35 of 100, loss = 0.0045367613867191335
   Iteration 36 of 100, loss = 0.004452482011402026
   Iteration 37 of 100, loss = 0.00449967708098828
   Iteration 38 of 100, loss = 0.004518090897411304
   Iteration 39 of 100, loss = 0.004497355653140216
   Iteration 40 of 100, loss = 0.004539691776153631
   Iteration 41 of 100, loss = 0.004512272931340083
   Iteration 42 of 100, loss = 0.004473660071934795
   Iteration 43 of 100, loss = 0.004567388918922218
   Iteration 44 of 100, loss = 0.004530102138894356
   Iteration 45 of 100, loss = 0.004552075140074724
   Iteration 46 of 100, loss = 0.004506923812542758
   Iteration 47 of 100, loss = 0.004500737123964156
   Iteration 48 of 100, loss = 0.004475982964019447
   Iteration 49 of 100, loss = 0.004450337037121003
   Iteration 50 of 100, loss = 0.00443946349201724
   Iteration 51 of 100, loss = 0.004379691485333822
   Iteration 52 of 100, loss = 0.004375555823431709
   Iteration 53 of 100, loss = 0.004411020775255308
   Iteration 54 of 100, loss = 0.004400739668333834
   Iteration 55 of 100, loss = 0.004358882078138942
   Iteration 56 of 100, loss = 0.004363564369019254
   Iteration 57 of 100, loss = 0.00434965214063005
   Iteration 58 of 100, loss = 0.004361359131570649
   Iteration 59 of 100, loss = 0.00432489224970025
   Iteration 60 of 100, loss = 0.004321223580821727
   Iteration 61 of 100, loss = 0.004334879640230268
   Iteration 62 of 100, loss = 0.0043061988356883725
   Iteration 63 of 100, loss = 0.00431508053692856
   Iteration 64 of 100, loss = 0.004340270863394835
   Iteration 65 of 100, loss = 0.004305278106879157
   Iteration 66 of 100, loss = 0.00432048617177784
   Iteration 67 of 100, loss = 0.004379037008342791
   Iteration 68 of 100, loss = 0.00442930801792125
   Iteration 69 of 100, loss = 0.004413108343083033
   Iteration 70 of 100, loss = 0.004470302006562374
   Iteration 71 of 100, loss = 0.0044576854323705945
   Iteration 72 of 100, loss = 0.004436968381115649
   Iteration 73 of 100, loss = 0.004411359089554275
   Iteration 74 of 100, loss = 0.0044050833565887765
   Iteration 75 of 100, loss = 0.004412303431890905
   Iteration 76 of 100, loss = 0.00443967990730399
   Iteration 77 of 100, loss = 0.0044309823159975085
   Iteration 78 of 100, loss = 0.004432380923296874
   Iteration 79 of 100, loss = 0.0044161976577383995
   Iteration 80 of 100, loss = 0.004389304267533589
   Iteration 81 of 100, loss = 0.004368959898761485
   Iteration 82 of 100, loss = 0.00441817389148083
   Iteration 83 of 100, loss = 0.004419554856673153
   Iteration 84 of 100, loss = 0.004404909499931992
   Iteration 85 of 100, loss = 0.004379054730045883
   Iteration 86 of 100, loss = 0.004341986359281162
   Iteration 87 of 100, loss = 0.00434506804302292
   Iteration 88 of 100, loss = 0.004386809907208028
   Iteration 89 of 100, loss = 0.004413304331168281
   Iteration 90 of 100, loss = 0.004395961232431647
   Iteration 91 of 100, loss = 0.004374913880243325
   Iteration 92 of 100, loss = 0.0043798776118226515
   Iteration 93 of 100, loss = 0.004349945010417091
   Iteration 94 of 100, loss = 0.004313244218095899
   Iteration 95 of 100, loss = 0.004283762671739647
   Iteration 96 of 100, loss = 0.00426754587291119
   Iteration 97 of 100, loss = 0.00425202116254986
   Iteration 98 of 100, loss = 0.004229550000413188
   Iteration 99 of 100, loss = 0.004232153444635597
   Iteration 100 of 100, loss = 0.004249199654441327

   End of epoch 231; saving model... 

Epoch 232 of 2000
   Iteration 1 of 100, loss = 0.0017247512005269527
   Iteration 2 of 100, loss = 0.0035229194909334183
   Iteration 3 of 100, loss = 0.004160863036910693
   Iteration 4 of 100, loss = 0.003532290313160047
   Iteration 5 of 100, loss = 0.003329442930407822
   Iteration 6 of 100, loss = 0.004113639491455008
   Iteration 7 of 100, loss = 0.003874824066380305
   Iteration 8 of 100, loss = 0.004171493943431415
   Iteration 9 of 100, loss = 0.004466228406979806
   Iteration 10 of 100, loss = 0.0045641917386092246
   Iteration 11 of 100, loss = 0.004389693251472305
   Iteration 12 of 100, loss = 0.004515417783598726
   Iteration 13 of 100, loss = 0.004343559061033795
   Iteration 14 of 100, loss = 0.004305565954252545
   Iteration 15 of 100, loss = 0.00467065997266521
   Iteration 16 of 100, loss = 0.004711076930107083
   Iteration 17 of 100, loss = 0.004605255411554347
   Iteration 18 of 100, loss = 0.004427256508885573
   Iteration 19 of 100, loss = 0.004518360812462082
   Iteration 20 of 100, loss = 0.004382101207738742
   Iteration 21 of 100, loss = 0.004458541089358429
   Iteration 22 of 100, loss = 0.004416438978461718
   Iteration 23 of 100, loss = 0.004296299469981181
   Iteration 24 of 100, loss = 0.0042365228437120095
   Iteration 25 of 100, loss = 0.004398495270870626
   Iteration 26 of 100, loss = 0.004382763895241974
   Iteration 27 of 100, loss = 0.00445013686031517
   Iteration 28 of 100, loss = 0.00439174409673017
   Iteration 29 of 100, loss = 0.004383462284498945
   Iteration 30 of 100, loss = 0.004374729791500916
   Iteration 31 of 100, loss = 0.004322048393078148
   Iteration 32 of 100, loss = 0.00426409498686553
   Iteration 33 of 100, loss = 0.004197542834321432
   Iteration 34 of 100, loss = 0.004247022337307606
   Iteration 35 of 100, loss = 0.004187519093310194
   Iteration 36 of 100, loss = 0.0042468441630868865
   Iteration 37 of 100, loss = 0.004240629631346343
   Iteration 38 of 100, loss = 0.004190970729962972
   Iteration 39 of 100, loss = 0.0042985362532094885
   Iteration 40 of 100, loss = 0.004262709760223515
   Iteration 41 of 100, loss = 0.004316876826966863
   Iteration 42 of 100, loss = 0.004297816485632211
   Iteration 43 of 100, loss = 0.004285918583898524
   Iteration 44 of 100, loss = 0.004337551212467422
   Iteration 45 of 100, loss = 0.004297199521938132
   Iteration 46 of 100, loss = 0.004265573055422662
   Iteration 47 of 100, loss = 0.004258528715891248
   Iteration 48 of 100, loss = 0.004201935436867643
   Iteration 49 of 100, loss = 0.004181322230653343
   Iteration 50 of 100, loss = 0.004168443402741104
   Iteration 51 of 100, loss = 0.0041873546376568725
   Iteration 52 of 100, loss = 0.004196201041430378
   Iteration 53 of 100, loss = 0.0042175593948483745
   Iteration 54 of 100, loss = 0.004254879052664533
   Iteration 55 of 100, loss = 0.004328694789331745
   Iteration 56 of 100, loss = 0.004354672051184545
   Iteration 57 of 100, loss = 0.004413533794464903
   Iteration 58 of 100, loss = 0.00440891523211231
   Iteration 59 of 100, loss = 0.004399968510477851
   Iteration 60 of 100, loss = 0.004355411173310131
   Iteration 61 of 100, loss = 0.004363574297549051
   Iteration 62 of 100, loss = 0.004391600419166347
   Iteration 63 of 100, loss = 0.00435923203633773
   Iteration 64 of 100, loss = 0.004327373309934046
   Iteration 65 of 100, loss = 0.0043253792378191765
   Iteration 66 of 100, loss = 0.004289873879205323
   Iteration 67 of 100, loss = 0.004274160288441092
   Iteration 68 of 100, loss = 0.004243530100211501
   Iteration 69 of 100, loss = 0.004249181355471196
   Iteration 70 of 100, loss = 0.004306926019489765
   Iteration 71 of 100, loss = 0.004291270797232717
   Iteration 72 of 100, loss = 0.004287107249385574
   Iteration 73 of 100, loss = 0.004286533633042893
   Iteration 74 of 100, loss = 0.004331172554048936
   Iteration 75 of 100, loss = 0.0043877350507924955
   Iteration 76 of 100, loss = 0.0043770047057861165
   Iteration 77 of 100, loss = 0.004343514516647276
   Iteration 78 of 100, loss = 0.00434144684083712
   Iteration 79 of 100, loss = 0.004359110209890465
   Iteration 80 of 100, loss = 0.004337694028799887
   Iteration 81 of 100, loss = 0.004307425672901265
   Iteration 82 of 100, loss = 0.004373202713706144
   Iteration 83 of 100, loss = 0.004360173856951745
   Iteration 84 of 100, loss = 0.0043789130314031526
   Iteration 85 of 100, loss = 0.004387439140940414
   Iteration 86 of 100, loss = 0.004361389548691033
   Iteration 87 of 100, loss = 0.004367385709915182
   Iteration 88 of 100, loss = 0.0043641437316017054
   Iteration 89 of 100, loss = 0.004337707521352038
   Iteration 90 of 100, loss = 0.004331556611901356
   Iteration 91 of 100, loss = 0.0043283610343728416
   Iteration 92 of 100, loss = 0.004338260752695572
   Iteration 93 of 100, loss = 0.004335272844420165
   Iteration 94 of 100, loss = 0.004318933795265695
   Iteration 95 of 100, loss = 0.004306678496007073
   Iteration 96 of 100, loss = 0.004322799992223736
   Iteration 97 of 100, loss = 0.0043209756642925675
   Iteration 98 of 100, loss = 0.00432291674684277
   Iteration 99 of 100, loss = 0.004301364023257235
   Iteration 100 of 100, loss = 0.004312264884356409

   End of epoch 232; saving model... 

Epoch 233 of 2000
   Iteration 1 of 100, loss = 0.007514839991927147
   Iteration 2 of 100, loss = 0.007750923745334148
   Iteration 3 of 100, loss = 0.00705828129624327
   Iteration 4 of 100, loss = 0.006768226972781122
   Iteration 5 of 100, loss = 0.006076795002445579
   Iteration 6 of 100, loss = 0.005272826432095219
   Iteration 7 of 100, loss = 0.005016964244922357
   Iteration 8 of 100, loss = 0.00525236087560188
   Iteration 9 of 100, loss = 0.005237382771964703
   Iteration 10 of 100, loss = 0.005853570566978305
   Iteration 11 of 100, loss = 0.005433496849780733
   Iteration 12 of 100, loss = 0.005528834570820133
   Iteration 13 of 100, loss = 0.0052607431649588626
   Iteration 14 of 100, loss = 0.005325847272095936
   Iteration 15 of 100, loss = 0.005235013520965974
   Iteration 16 of 100, loss = 0.005202521046157926
   Iteration 17 of 100, loss = 0.005355040104511906
   Iteration 18 of 100, loss = 0.005325578489444322
   Iteration 19 of 100, loss = 0.005490594568025125
   Iteration 20 of 100, loss = 0.005330699286423624
   Iteration 21 of 100, loss = 0.005534408281424216
   Iteration 22 of 100, loss = 0.005426924665119837
   Iteration 23 of 100, loss = 0.0054317750542870035
   Iteration 24 of 100, loss = 0.005290209344821051
   Iteration 25 of 100, loss = 0.005304948156699538
   Iteration 26 of 100, loss = 0.005262993983566188
   Iteration 27 of 100, loss = 0.005274854350352177
   Iteration 28 of 100, loss = 0.005232088874825942
   Iteration 29 of 100, loss = 0.0052941951113913595
   Iteration 30 of 100, loss = 0.005151931246897826
   Iteration 31 of 100, loss = 0.005095754130443018
   Iteration 32 of 100, loss = 0.005029977710364619
   Iteration 33 of 100, loss = 0.005066851355050775
   Iteration 34 of 100, loss = 0.004989813537309494
   Iteration 35 of 100, loss = 0.004921490669117443
   Iteration 36 of 100, loss = 0.004900552393842695
   Iteration 37 of 100, loss = 0.00500767955845977
   Iteration 38 of 100, loss = 0.005022279290163792
   Iteration 39 of 100, loss = 0.005007017102355185
   Iteration 40 of 100, loss = 0.004982859673327766
   Iteration 41 of 100, loss = 0.005030776030474865
   Iteration 42 of 100, loss = 0.0050728033446440736
   Iteration 43 of 100, loss = 0.005044684044172077
   Iteration 44 of 100, loss = 0.005018194314536892
   Iteration 45 of 100, loss = 0.004933113765178456
   Iteration 46 of 100, loss = 0.004953793457547284
   Iteration 47 of 100, loss = 0.004982051206752658
   Iteration 48 of 100, loss = 0.004984401539938214
   Iteration 49 of 100, loss = 0.004965252513826198
   Iteration 50 of 100, loss = 0.00498553913552314
   Iteration 51 of 100, loss = 0.004939729398043424
   Iteration 52 of 100, loss = 0.004944307931089917
   Iteration 53 of 100, loss = 0.004938210532034062
   Iteration 54 of 100, loss = 0.004887329530902207
   Iteration 55 of 100, loss = 0.0048537753861058845
   Iteration 56 of 100, loss = 0.00487165610372488
   Iteration 57 of 100, loss = 0.00484562219169579
   Iteration 58 of 100, loss = 0.004850579915439774
   Iteration 59 of 100, loss = 0.004824747986523277
   Iteration 60 of 100, loss = 0.004783866604945312
   Iteration 61 of 100, loss = 0.004768455527020527
   Iteration 62 of 100, loss = 0.004824653707234369
   Iteration 63 of 100, loss = 0.004836862016144017
   Iteration 64 of 100, loss = 0.004880022901488701
   Iteration 65 of 100, loss = 0.004830578410138305
   Iteration 66 of 100, loss = 0.004814712641139825
   Iteration 67 of 100, loss = 0.004860617595710861
   Iteration 68 of 100, loss = 0.004803259775679394
   Iteration 69 of 100, loss = 0.004747881048757151
   Iteration 70 of 100, loss = 0.004772095190128311
   Iteration 71 of 100, loss = 0.004781107956864937
   Iteration 72 of 100, loss = 0.004753799172047163
   Iteration 73 of 100, loss = 0.00478316084497723
   Iteration 74 of 100, loss = 0.0047311906795634105
   Iteration 75 of 100, loss = 0.004735233267613997
   Iteration 76 of 100, loss = 0.004727316829590372
   Iteration 77 of 100, loss = 0.004742937325046386
   Iteration 78 of 100, loss = 0.004748119010727327
   Iteration 79 of 100, loss = 0.004804449043195411
   Iteration 80 of 100, loss = 0.004826693509676261
   Iteration 81 of 100, loss = 0.0047924285172484815
   Iteration 82 of 100, loss = 0.004852341510009066
   Iteration 83 of 100, loss = 0.004848467684715582
   Iteration 84 of 100, loss = 0.004825961021457
   Iteration 85 of 100, loss = 0.004809245570590172
   Iteration 86 of 100, loss = 0.0047696824219391875
   Iteration 87 of 100, loss = 0.004757823653374638
   Iteration 88 of 100, loss = 0.004751193364261946
   Iteration 89 of 100, loss = 0.004734613323777789
   Iteration 90 of 100, loss = 0.004774239533192789
   Iteration 91 of 100, loss = 0.004741583238893117
   Iteration 92 of 100, loss = 0.004719565135968403
   Iteration 93 of 100, loss = 0.004718674210986744
   Iteration 94 of 100, loss = 0.004696530224928791
   Iteration 95 of 100, loss = 0.004697315982469407
   Iteration 96 of 100, loss = 0.004720382280235451
   Iteration 97 of 100, loss = 0.00476362340610724
   Iteration 98 of 100, loss = 0.004743456148556719
   Iteration 99 of 100, loss = 0.0047373283305205405
   Iteration 100 of 100, loss = 0.004711794310132973

   End of epoch 233; saving model... 

Epoch 234 of 2000
   Iteration 1 of 100, loss = 0.007394996006041765
   Iteration 2 of 100, loss = 0.006381697254255414
   Iteration 3 of 100, loss = 0.006450659284989039
   Iteration 4 of 100, loss = 0.006892717210575938
   Iteration 5 of 100, loss = 0.00635463073849678
   Iteration 6 of 100, loss = 0.0068055375789602595
   Iteration 7 of 100, loss = 0.00621762645563909
   Iteration 8 of 100, loss = 0.00578589946962893
   Iteration 9 of 100, loss = 0.006037537112004227
   Iteration 10 of 100, loss = 0.005783402221277356
   Iteration 11 of 100, loss = 0.006117299918762662
   Iteration 12 of 100, loss = 0.005830360576510429
   Iteration 13 of 100, loss = 0.005650465143844485
   Iteration 14 of 100, loss = 0.005777783076544958
   Iteration 15 of 100, loss = 0.006025072420015931
   Iteration 16 of 100, loss = 0.0058862980076810345
   Iteration 17 of 100, loss = 0.00586792518494322
   Iteration 18 of 100, loss = 0.005904975541246434
   Iteration 19 of 100, loss = 0.005874421043125422
   Iteration 20 of 100, loss = 0.00590146096656099
   Iteration 21 of 100, loss = 0.005912287903594829
   Iteration 22 of 100, loss = 0.00595643236936832
   Iteration 23 of 100, loss = 0.005865319034732554
   Iteration 24 of 100, loss = 0.005847743334015831
   Iteration 25 of 100, loss = 0.00590094848535955
   Iteration 26 of 100, loss = 0.005963660015438039
   Iteration 27 of 100, loss = 0.005860016370813052
   Iteration 28 of 100, loss = 0.0058644255789529
   Iteration 29 of 100, loss = 0.00584989851982943
   Iteration 30 of 100, loss = 0.005847090358535449
   Iteration 31 of 100, loss = 0.0057428388916436705
   Iteration 32 of 100, loss = 0.005722085959860124
   Iteration 33 of 100, loss = 0.005697861581927899
   Iteration 34 of 100, loss = 0.005576831843320499
   Iteration 35 of 100, loss = 0.0055537240114063025
   Iteration 36 of 100, loss = 0.005568228358040667
   Iteration 37 of 100, loss = 0.005488546691029458
   Iteration 38 of 100, loss = 0.005414234547826804
   Iteration 39 of 100, loss = 0.005367485173524191
   Iteration 40 of 100, loss = 0.0052989224146585915
   Iteration 41 of 100, loss = 0.00527392962107026
   Iteration 42 of 100, loss = 0.0052782613506895445
   Iteration 43 of 100, loss = 0.005221490407102677
   Iteration 44 of 100, loss = 0.005165158146568997
   Iteration 45 of 100, loss = 0.005108466470200155
   Iteration 46 of 100, loss = 0.005057653427407469
   Iteration 47 of 100, loss = 0.005079916485169149
   Iteration 48 of 100, loss = 0.005058724602956015
   Iteration 49 of 100, loss = 0.005103402167596683
   Iteration 50 of 100, loss = 0.005149522903375328
   Iteration 51 of 100, loss = 0.005147836924366215
   Iteration 52 of 100, loss = 0.005107307121551667
   Iteration 53 of 100, loss = 0.005076776473905961
   Iteration 54 of 100, loss = 0.005069755668820882
   Iteration 55 of 100, loss = 0.005055990709330548
   Iteration 56 of 100, loss = 0.005015298013209498
   Iteration 57 of 100, loss = 0.004998456094446674
   Iteration 58 of 100, loss = 0.004972260838759871
   Iteration 59 of 100, loss = 0.004971038344931804
   Iteration 60 of 100, loss = 0.004970687255263328
   Iteration 61 of 100, loss = 0.004915301613585993
   Iteration 62 of 100, loss = 0.004932635495694534
   Iteration 63 of 100, loss = 0.004899252595986048
   Iteration 64 of 100, loss = 0.004837718169255822
   Iteration 65 of 100, loss = 0.0048127874615602195
   Iteration 66 of 100, loss = 0.004853341554707819
   Iteration 67 of 100, loss = 0.004898959488448089
   Iteration 68 of 100, loss = 0.004887156437582555
   Iteration 69 of 100, loss = 0.004859258085860452
   Iteration 70 of 100, loss = 0.004836253202354003
   Iteration 71 of 100, loss = 0.004836441849810924
   Iteration 72 of 100, loss = 0.004805147860477316
   Iteration 73 of 100, loss = 0.004771287619193684
   Iteration 74 of 100, loss = 0.004778631688315874
   Iteration 75 of 100, loss = 0.00479754111651952
   Iteration 76 of 100, loss = 0.004821394940096836
   Iteration 77 of 100, loss = 0.004831157082709931
   Iteration 78 of 100, loss = 0.004881842470077129
   Iteration 79 of 100, loss = 0.004893022974734961
   Iteration 80 of 100, loss = 0.004871998831367819
   Iteration 81 of 100, loss = 0.004890211150021419
   Iteration 82 of 100, loss = 0.004878945409450907
   Iteration 83 of 100, loss = 0.0048433842469870775
   Iteration 84 of 100, loss = 0.004834907673371379
   Iteration 85 of 100, loss = 0.004866414819159271
   Iteration 86 of 100, loss = 0.004852664849834603
   Iteration 87 of 100, loss = 0.004841880640684059
   Iteration 88 of 100, loss = 0.004849279964136341
   Iteration 89 of 100, loss = 0.004845103738813797
   Iteration 90 of 100, loss = 0.004847803720298948
   Iteration 91 of 100, loss = 0.004822225492207109
   Iteration 92 of 100, loss = 0.0048383169019159495
   Iteration 93 of 100, loss = 0.004808474988651572
   Iteration 94 of 100, loss = 0.004805308217405679
   Iteration 95 of 100, loss = 0.0048146476975250005
   Iteration 96 of 100, loss = 0.00479110914178212
   Iteration 97 of 100, loss = 0.00476381358433726
   Iteration 98 of 100, loss = 0.004727230499360749
   Iteration 99 of 100, loss = 0.004760280436709185
   Iteration 100 of 100, loss = 0.00473699085356202

   End of epoch 234; saving model... 

Epoch 235 of 2000
   Iteration 1 of 100, loss = 0.003356755478307605
   Iteration 2 of 100, loss = 0.0033550626831129193
   Iteration 3 of 100, loss = 0.0031891610318173966
   Iteration 4 of 100, loss = 0.0032487245625816286
   Iteration 5 of 100, loss = 0.004218256985768676
   Iteration 6 of 100, loss = 0.0038712282742684088
   Iteration 7 of 100, loss = 0.0040413150231220895
   Iteration 8 of 100, loss = 0.004071579111041501
   Iteration 9 of 100, loss = 0.004044355203708013
   Iteration 10 of 100, loss = 0.004082430759444833
   Iteration 11 of 100, loss = 0.004014688268811865
   Iteration 12 of 100, loss = 0.0037639334817261747
   Iteration 13 of 100, loss = 0.003802017353546734
   Iteration 14 of 100, loss = 0.0038623271393589675
   Iteration 15 of 100, loss = 0.0038775262190029027
   Iteration 16 of 100, loss = 0.0039861370823928155
   Iteration 17 of 100, loss = 0.004009582109146696
   Iteration 18 of 100, loss = 0.003860603009040157
   Iteration 19 of 100, loss = 0.0039138952515235075
   Iteration 20 of 100, loss = 0.004124458623118698
   Iteration 21 of 100, loss = 0.004079448037026893
   Iteration 22 of 100, loss = 0.004149610811675137
   Iteration 23 of 100, loss = 0.004273304189352885
   Iteration 24 of 100, loss = 0.004406787513289601
   Iteration 25 of 100, loss = 0.004331267112866044
   Iteration 26 of 100, loss = 0.004455705056898296
   Iteration 27 of 100, loss = 0.0043724666142629254
   Iteration 28 of 100, loss = 0.004300490620412997
   Iteration 29 of 100, loss = 0.004447651256261201
   Iteration 30 of 100, loss = 0.004398438769082229
   Iteration 31 of 100, loss = 0.004442712186925834
   Iteration 32 of 100, loss = 0.004469861698453315
   Iteration 33 of 100, loss = 0.004518229161586725
   Iteration 34 of 100, loss = 0.004474402795655324
   Iteration 35 of 100, loss = 0.00450501248373517
   Iteration 36 of 100, loss = 0.004501120918171687
   Iteration 37 of 100, loss = 0.004461031935706332
   Iteration 38 of 100, loss = 0.004486368920065854
   Iteration 39 of 100, loss = 0.0044744576757343914
   Iteration 40 of 100, loss = 0.004434108856366947
   Iteration 41 of 100, loss = 0.004432627130526959
   Iteration 42 of 100, loss = 0.004388173692859709
   Iteration 43 of 100, loss = 0.004375647325718472
   Iteration 44 of 100, loss = 0.004383184677201577
   Iteration 45 of 100, loss = 0.004393407987016771
   Iteration 46 of 100, loss = 0.004444973679947789
   Iteration 47 of 100, loss = 0.004451116472680835
